ibge_id,uf,name,capital,lon,lat,no_accents,alternative_names,microregion,mesoregion
2410504,RN,Rafael Fernandes,,-38.2225028857,-6.1864951981,Rafael Fernandes,,Pau Dos Ferros,Oeste Potiguar
2410603,RN,Rafael Godeiro,,-37.7159740682,-6.0782966478,Rafael Godeiro,,Umarizal,Oeste Potiguar
2410702,RN,Riacho da Cruz,,-37.9502747099,-5.935802522,Riacho da Cruz,,Pau Dos Ferros,Oeste Potiguar
2410801,RN,Riacho de Santana,,-38.3148330294,-6.2647305468,Riacho de Santana,,Serra de São Miguel,Oeste Potiguar
2410900,RN,Riachuelo,,-35.8262747639,-5.8139469647,Riachuelo,,Agreste Potiguar,Agreste Potiguar
2411007,RN,Rodolfo Fernandes,,-38.0628743291,-5.7879936117,Rodolfo Fernandes,,Pau Dos Ferros,Oeste Potiguar
2411056,RN,Tibau,,-37.2513026681,-4.8414374104,Tibau,,Mossoró,Oeste Potiguar
2411106,RN,Ruy Barbosa,,-35.9354841632,-5.879428941,Ruy Barbosa,,Borborema Potiguar,Agreste Potiguar
2411205,RN,Santa Cruz,,-36.0205165703,-6.2300756234,Santa Cruz,,Borborema Potiguar,Agreste Potiguar
2411403,RN,Santana do Matos,,-36.6541049651,-5.9577271554,Santana do Matos,,Serra de Santana,Central Potiguar
2411429,RN,Santana do Seridó,,-36.7368516419,-6.7701517529,Santana do Serido,,Seridó Oriental,Central Potiguar
2411502,RN,Santo Antônio,,-35.475136984,-6.3051739213,Santo Antonio,,Agreste Potiguar,Agreste Potiguar
2411601,RN,São Bento do Norte,,-36.0354313534,-5.0595010601,Sao Bento do Norte,,Macau,Central Potiguar
2411700,RN,São Bento do Trairí,,-36.0868875014,-6.3444812167,Sao Bento do Trairi,,Borborema Potiguar,Agreste Potiguar
2411809,RN,São Fernando,,-37.1854030398,-6.383861073,Sao Fernando,,Seridó Ocidental,Central Potiguar
2411908,RN,São Francisco do Oeste,,-38.1692961808,-6.0006365705,Sao Francisco do Oeste,,Pau Dos Ferros,Oeste Potiguar
2412005,RN,São Gonçalo do Amarante,,-35.3311560931,-5.7895555402,Sao Goncalo do Amarante,,Macaíba,Leste Potiguar
2412104,RN,São João do Sabugi,,-37.204139658,-6.71122435,Sao Joao do Sabugi,,Seridó Ocidental,Central Potiguar
2412203,RN,São José de Mipibu,,-35.2402746487,-6.0704657116,Sao Jose de Mipibu,,Macaíba,Leste Potiguar
2412302,RN,São José do Campestre,,-35.7121150331,-6.3155639806,Sao Jose do Campestre,,Borborema Potiguar,Agreste Potiguar
2412401,RN,São José do Seridó,,-36.8832588929,-6.4487985346,Sao Jose do Serido,,Seridó Oriental,Central Potiguar
2412500,RN,São Miguel,,-38.4963439737,-6.2123429186,Sao Miguel,,Serra de São Miguel,Oeste Potiguar
2412559,RN,São Miguel do Gostoso,,-35.6412835112,-5.1228571163,Sao Miguel do Gostoso,,Litoral Nordeste,Leste Potiguar
2412609,RN,São Paulo do Potengi,,-35.7643696369,-5.8998203338,Sao Paulo do Potengi,,Agreste Potiguar,Agreste Potiguar
2412708,RN,São Pedro,,-35.6403110302,-5.8979802825,Sao Pedro,,Agreste Potiguar,Agreste Potiguar
2412807,RN,São Rafael,,-36.8903975641,-5.8009342266,Sao Rafael,,Vale do Açu,Oeste Potiguar
2412906,RN,São Tomé,,-36.0736631486,-5.9730223471,Sao Tome,,Borborema Potiguar,Agreste Potiguar
2413003,RN,São Vicente,,-36.6886618517,-6.2149638782,Sao Vicente,,Serra de Santana,Central Potiguar
2413102,RN,Senador Elói de Souza,,-35.6956637752,-6.0362264288,Senador Eloi de Souza,,Agreste Potiguar,Agreste Potiguar
2413201,RN,Senador Georgino Avelino,,-35.124176228,-6.1586943344,Senador Georgino Avelino,,Litoral Sul,Leste Potiguar
2413300,RN,Serra de São Bento,,-35.7034898199,-6.4153669923,Serra de Sao Bento,,Borborema Potiguar,Agreste Potiguar
2413359,RN,Serra do Mel,,-37.0413013452,-5.1652413482,Serra do Mel,,Mossoró,Oeste Potiguar
2413409,RN,Serra Negra do Norte,,-37.3949730106,-6.6639843364,Serra Negra do Norte,,Seridó Ocidental,Central Potiguar
2413508,RN,Serrinha,,-35.501343234,-6.2770915257,Serrinha,,Agreste Potiguar,Agreste Potiguar
2413557,RN,Serrinha dos Pintos,,-37.9615790489,-6.1141293698,Serrinha dos Pintos,,Umarizal,Oeste Potiguar
2413607,RN,Severiano Melo,,-37.956580706,-5.7781877653,Severiano Melo,,Pau Dos Ferros,Oeste Potiguar
2413706,RN,Sítio Novo,,-35.9104491799,-6.1040915828,Sitio Novo,,Borborema Potiguar,Agreste Potiguar
2413805,RN,Taboleiro Grande,,-38.0435675406,-5.9267522922,Taboleiro Grande,,Pau Dos Ferros,Oeste Potiguar
2413904,RN,Taipu,,-35.5988465613,-5.6196666753,Taipu,,Litoral Nordeste,Leste Potiguar
2414001,RN,Tangará,,-35.8001895983,-6.1973573683,Tangara,,Borborema Potiguar,Agreste Potiguar
2414100,RN,Tenente Ananias,,-38.1792978897,-6.4775437122,Tenente Ananias,,Pau Dos Ferros,Oeste Potiguar
2414159,RN,Tenente Laurentino Cruz,,-36.7206601449,-6.1472301595,Tenente Laurentino Cruz,,Serra de Santana,Central Potiguar
2414209,RN,Tibau do Sul,,-35.0926003672,-6.1880717593,Tibau do Sul,,Litoral Sul,Leste Potiguar
2414308,RN,Timbaúba dos Batistas,,-37.2713399064,-6.4632892631,Timbauba dos Batistas,,Seridó Ocidental,Central Potiguar
2414407,RN,Touros,,-35.4552931657,-5.2026068014,Touros,,Litoral Nordeste,Leste Potiguar
2414456,RN,Triunfo Potiguar,,-37.1837968506,-5.8669590186,Triunfo Potiguar,,Médio Oeste,Oeste Potiguar
2414506,RN,Umarizal,,-37.8132584901,-5.9899019796,Umarizal,,Umarizal,Oeste Potiguar
2414605,RN,Upanema,,-37.260146942,-5.6417976593,Upanema,,Médio Oeste,Oeste Potiguar
2414704,RN,Várzea,,-35.3747906644,-6.3487998907,Varzea,,Agreste Potiguar,Agreste Potiguar
2414753,RN,Venha-Ver,,-38.4912301677,-6.3194228369,Venha-Ver,,Serra de São Miguel,Oeste Potiguar
2414803,RN,Vera Cruz,,-35.4281095272,-6.0456084818,Vera Cruz,,Agreste Potiguar,Agreste Potiguar
2414902,RN,Viçosa,,-37.947409016,-5.9918571747,Vicosa,,Pau Dos Ferros,Oeste Potiguar
2415008,RN,Vila Flor,,-35.0761274954,-6.3127918709,Vila Flor,,Litoral Sul,Leste Potiguar
2500106,PB,Água Branca,,-37.6422090443,-7.5110701506,Agua Branca,,Serra do Teixeira,Sertão Paraibano
2500205,PB,Aguiar,,-38.1775818446,-7.0948057625,Aguiar,,Piancó,Sertão Paraibano
2500304,PB,Alagoa Grande,,-35.6338919827,-7.036775,Alagoa Grande,,Brejo Paraibano,Agreste Paraibano
2500403,PB,Alagoa Nova,,-35.7594565398,-7.0577988253,Alagoa Nova,,Brejo Paraibano,Agreste Paraibano
2500502,PB,Alagoinha,,-35.5454913506,-6.9481404046,Alagoinha,,Guarabira,Agreste Paraibano
2500536,PB,Alcantil,,-36.0606043309,-7.7414770383,Alcantil,,Cariri Oriental,Borborema
2500577,PB,Algodão de Jandaíra,,-36.0060933988,-6.9046940378,Algodao de Jandaira,,Curimataú Ocidental,Agreste Paraibano
2500601,PB,Alhandra,,-34.9119851554,-7.4329953022,Alhandra,,Litoral Sul,Mata Paraibana
2500700,PB,São João do Rio do Peixe,,-38.4454535708,-6.7344308283,Sao Joao do Rio do Peixe,,Cajazeiras,Sertão Paraibano
2500734,PB,Amparo,,-37.0647752481,-7.5672115216,Amparo,,Cariri Ocidental,Borborema
2500775,PB,Aparecida,,-38.0833382545,-6.7836951415,Aparecida,,Sousa,Sertão Paraibano
2500809,PB,Araçagi,,-35.3832990883,-6.8516966175,Aracagi,,Guarabira,Agreste Paraibano
2500908,PB,Arara,,-35.7595417216,-6.8261917212,Arara,,Curimataú Ocidental,Agreste Paraibano
2501005,PB,Araruna,,-35.7359805119,-6.5314470213,Araruna,,Curimataú Oriental,Agreste Paraibano
2501104,PB,Areia,,-35.7033914011,-6.965515,Areia,,Brejo Paraibano,Agreste Paraibano
2501153,PB,Areia de Baraúnas,,-36.9435079584,-7.123695013,Areia de Baraunas,,Patos,Sertão Paraibano
2501203,PB,Areial,,-35.9228094313,-7.0499610887,Areial,,Esperança,Agreste Paraibano
2501302,PB,Aroeiras,,-35.7155929489,-7.5484620227,Aroeiras,,Umbuzeiro,Agreste Paraibano
2501351,PB,Assunção,,-36.7331874761,-7.0763269437,Assuncao,,Cariri Ocidental,Borborema
2501401,PB,Baía da Traição,,-34.949931095,-6.679529123,Baia da Traicao,,Litoral Norte,Mata Paraibana
2501500,PB,Bananeiras,,-35.6315999028,-6.749637275,Bananeiras,,Brejo Paraibano,Agreste Paraibano
2501534,PB,Baraúna,,-36.253041353,-6.6424050352,Barauna,,Seridó Oriental Paraibano,Borborema
2501575,PB,Barra de Santana,,-35.9963140811,-7.5228337806,Barra de Santana,,Cariri Oriental,Borborema
2501609,PB,Barra de Santa Rosa,,-36.0597726422,-6.7202526776,Barra de Santa Rosa,,Curimataú Ocidental,Agreste Paraibano
2501708,PB,Barra de São Miguel,,-36.3215359678,-7.7526706262,Barra de Sao Miguel,,Cariri Oriental,Borborema
2501807,PB,Bayeux,,-34.9291858201,-7.132276485,Bayeux,,João Pessoa,Mata Paraibana
2501906,PB,Belém,,-35.5362740821,-6.6940426098,Belem,,Guarabira,Agreste Paraibano
2502003,PB,Belém do Brejo do Cruz,,-37.5395024823,-6.1885749977,Belem do Brejo do Cruz,,Catolé do Rocha,Sertão Paraibano
2502052,PB,Bernardino Batista,,-38.5488692212,-6.4535477932,Bernardino Batista,,Cajazeiras,Sertão Paraibano
2502102,PB,Boa Ventura,,-38.2189508765,-7.4222821453,Boa Ventura,,Itaporanga,Sertão Paraibano
2502151,PB,Boa Vista,,-36.2353736588,-7.2579130806,Boa Vista,,Campina Grande,Agreste Paraibano
2502201,PB,Bom Jesus,,-38.655142807,-6.8179576512,Bom Jesus,,Cajazeiras,Sertão Paraibano
2502300,PB,Bom Sucesso,,-37.9300236974,-6.445046723,Bom Sucesso,,Catolé do Rocha,Sertão Paraibano
2502409,PB,Bonito de Santa Fé,,-38.5164953051,-7.3107630819,Bonito de Santa Fe,,Cajazeiras,Sertão Paraibano
2502508,PB,Boqueirão,,-36.1334047507,-7.4826479199,Boqueirao,,Cariri Oriental,Borborema
2502607,PB,Igaracy,,-38.1466946448,-7.1793192914,Igaracy,,Piancó,Sertão Paraibano
2502706,PB,Borborema,,-35.5993759656,-6.8043058831,Borborema,,Brejo Paraibano,Agreste Paraibano
2502805,PB,Brejo do Cruz,,-37.5001626417,-6.3477076068,Brejo do Cruz,,Catolé do Rocha,Sertão Paraibano
2502904,PB,Brejo dos Santos,,-37.8237101751,-6.3761833082,Brejo dos Santos,,Catolé do Rocha,Sertão Paraibano
2503001,PB,Caaporã,,-34.917850144,-7.5142876414,Caapora,,Litoral Sul,Mata Paraibana
2503100,PB,Cabaceiras,,-36.2843418898,-7.4906698737,Cabaceiras,,Cariri Oriental,Borborema
2503209,PB,Cabedelo,,-34.8394300208,-6.9669830633,Cabedelo,,João Pessoa,Mata Paraibana
2503308,PB,Cachoeira dos Índios,,-38.6783031917,-6.9239358528,Cachoeira dos Indios,,Cajazeiras,Sertão Paraibano
2503407,PB,Cacimba de Areia,,-37.1582169542,-7.1284733769,Cacimba de Areia,,Patos,Sertão Paraibano
2503506,PB,Cacimba de Dentro,,-35.7928209014,-6.640016747,Cacimba de Dentro,,Curimataú Oriental,Agreste Paraibano
2503555,PB,Cacimbas,,-37.0604021094,-7.2123593026,Cacimbas,,Serra do Teixeira,Sertão Paraibano
2503605,PB,Caiçara,,-35.4691142821,-6.6174697909,Caicara,,Guarabira,Agreste Paraibano
2503704,PB,Cajazeiras,,-38.5605303718,-6.8904645,Cajazeiras,,Cajazeiras,Sertão Paraibano
2503753,PB,Cajazeirinhas,,-37.7991843341,-6.9626928132,Cajazeirinhas,,Sousa,Sertão Paraibano
2503803,PB,Caldas Brandão,,-35.342382092,-7.171751437,Caldas Brandao,,Itabaiana,Agreste Paraibano
2503902,PB,Camalaú,,-36.8316105815,-7.8912420951,Camalau,,Cariri Ocidental,Borborema
2504009,PB,Campina Grande,,-35.8838591148,-7.22149704,Campina Grande,,Campina Grande,Agreste Paraibano
2504033,PB,Capim,,-35.1677387141,-6.9108443749,Capim,,Litoral Norte,Mata Paraibana
2504074,PB,Caraúbas,,-36.4954780727,-7.7310993724,Caraubas,,Cariri Oriental,Borborema
2504108,PB,Carrapateira,,-38.3442167253,-7.0396542415,Carrapateira,,Cajazeiras,Sertão Paraibano
2504157,PB,Casserengue,,-35.8163048295,-6.7837603257,Casserengue,,Curimataú Oriental,Agreste Paraibano
2504207,PB,Catingueira,,-37.6107199033,-7.1252097836,Catingueira,,Piancó,Sertão Paraibano
2504306,PB,Catolé do Rocha,,-37.7485000906,-6.346752995,Catole do Rocha,,Catolé do Rocha,Sertão Paraibano
2504355,PB,Caturité,,-36.0206588241,-7.4196183207,Caturite,,Cariri Oriental,Borborema
2504405,PB,Conceição,,-38.5091579595,-7.5602250866,Conceicao,,Itaporanga,Sertão Paraibano
2504504,PB,Condado,,-37.6039713346,-6.9123067773,Condado,,Sousa,Sertão Paraibano
2504603,PB,Conde,,-34.9071513371,-7.2635718267,Conde,,João Pessoa,Mata Paraibana
2504702,PB,Congo,,-36.6615328552,-7.7925707775,Congo,,Cariri Ocidental,Borborema
2504801,PB,Coremas,,-37.9455372752,-7.0169182842,Coremas,,Piancó,Sertão Paraibano
2504850,PB,Coxixola,,-36.6048295219,-7.6287969606,Coxixola,,Cariri Ocidental,Borborema
2504900,PB,Cruz do Espírito Santo,,-35.0914891262,-7.1413369619,Cruz do Espirito Santo,,Sapé,Mata Paraibana
2505006,PB,Cubati,,-36.3479297162,-6.8623606092,Cubati,,Seridó Oriental Paraibano,Borborema
2505105,PB,Cuité,,-36.1532081655,-6.4855553012,Cuite,,Curimataú Ocidental,Agreste Paraibano
2505204,PB,Cuitegi,,-35.5257412327,-6.8958137426,Cuitegi,,Guarabira,Agreste Paraibano
2505238,PB,Cuité de Mamanguape,,-35.2528248925,-6.9141574734,Cuite de Mamanguape,,Litoral Norte,Mata Paraibana
2505279,PB,Curral de Cima,,-35.2670572688,-6.7174300292,Curral de Cima,,Litoral Norte,Mata Paraibana
2505303,PB,Curral Velho,,-38.2003914462,-7.5380851077,Curral Velho,,Itaporanga,Sertão Paraibano
2505352,PB,Damião,,-35.9099425358,-6.6318974073,Damiao,,Curimataú Ocidental,Agreste Paraibano
2505402,PB,Desterro,,-37.0921693225,-7.2914475304,Desterro,,Serra do Teixeira,Sertão Paraibano
2505501,PB,Vista Serrana,,-37.5679145327,-6.7406872724,Vista Serrana,,Sousa,Sertão Paraibano
2505600,PB,Diamante,,-38.2650442086,-7.4235834212,Diamante,,Itaporanga,Sertão Paraibano
2505709,PB,Dona Inês,,-35.6225406506,-6.6021227352,Dona Ines,,Curimataú Oriental,Agreste Paraibano
2505808,PB,Duas Estradas,,-35.4181768048,-6.6881329547,Duas Estradas,,Guarabira,Agreste Paraibano
2505907,PB,Emas,,-37.7145859751,-7.1079922324,Emas,,Piancó,Sertão Paraibano
2506004,PB,Esperança,,-35.858593287,-7.020685,Esperanca,,Esperança,Agreste Paraibano
2506103,PB,Fagundes,,-35.7846088758,-7.3630616044,Fagundes,,Campina Grande,Agreste Paraibano
2506202,PB,Frei Martinho,,-36.4520440619,-6.4045158524,Frei Martinho,,Seridó Oriental Paraibano,Borborema
2506251,PB,Gado Bravo,,-35.7906509035,-7.5829411773,Gado Bravo,,Umbuzeiro,Agreste Paraibano
2506301,PB,Guarabira,,-35.4899649849,-6.852715,Guarabira,,Guarabira,Agreste Paraibano
2506400,PB,Gurinhém,,-35.4281860624,-7.1232156684,Gurinhem,,Itabaiana,Agreste Paraibano
2506509,PB,Gurjão,,-36.4862761218,-7.2462216609,Gurjao,,Cariri Oriental,Borborema
2506608,PB,Ibiara,,-38.4055678575,-7.4978512245,Ibiara,,Itaporanga,Sertão Paraibano
2506707,PB,Imaculada,,-37.5100748564,-7.3885372613,Imaculada,,Serra do Teixeira,Sertão Paraibano
2506806,PB,Ingá,,-35.6176892168,-7.2950269135,Inga,,Itabaiana,Agreste Paraibano
2506905,PB,Itabaiana,,-35.3375333859,-7.3309315,Itabaiana,,Itabaiana,Agreste Paraibano
2507002,PB,Itaporanga,,-38.1525731067,-7.3039804631,Itaporanga,,Itaporanga,Sertão Paraibano
2507101,PB,Itapororoca,,-35.2462957146,-6.829920163,Itapororoca,,Litoral Norte,Mata Paraibana
2507200,PB,Itatuba,,-35.62816125,-7.374957755,Itatuba,,Itabaiana,Agreste Paraibano
2507309,PB,Jacaraú,,-35.2942824484,-6.6129685867,Jacarau,,Litoral Norte,Mata Paraibana
2507408,PB,Jericó,,-37.8086413774,-6.5561949909,Jerico,,Catolé do Rocha,Sertão Paraibano
2507507,PB,João Pessoa,true,-34.8733848135,-7.14938202,Joao Pessoa,,João Pessoa,Mata Paraibana
2507606,PB,Juarez Távora,,-35.5911781067,-7.1663446273,Juarez Tavora,,Itabaiana,Agreste Paraibano
2507705,PB,Juazeirinho,,-36.5707010055,-7.0653683106,Juazeirinho,,Seridó Oriental Paraibano,Borborema
2507804,PB,Junco do Seridó,,-36.7164412261,-6.9933376489,Junco do Serido,,Seridó Ocidental Paraibano,Borborema
2507903,PB,Juripiranga,,-35.2394540486,-7.3702907732,Juripiranga,,Sapé,Mata Paraibana
2508000,PB,Juru,,-37.819264489,-7.5343071384,Juru,,Serra do Teixeira,Sertão Paraibano
2508109,PB,Lagoa,,-37.9150900701,-6.5942086133,Lagoa,,Catolé do Rocha,Sertão Paraibano
2508208,PB,Lagoa de Dentro,,-35.3770436482,-6.6705990497,Lagoa de Dentro,,Guarabira,Agreste Paraibano
2508307,PB,Lagoa Seca,,-35.8514401351,-7.1584124886,Lagoa Seca,,Campina Grande,Agreste Paraibano
2508406,PB,Lastro,,-38.1792184928,-6.5165306258,Lastro,,Sousa,Sertão Paraibano
2508505,PB,Livramento,,-36.948629304,-7.3790028228,Livramento,,Cariri Ocidental,Borborema
2508554,PB,Logradouro,,-35.4432993556,-6.6153714223,Logradouro,,Guarabira,Agreste Paraibano
2508604,PB,Lucena,,-34.8746090974,-6.8988493384,Lucena,,João Pessoa,Mata Paraibana
2508703,PB,Mãe d'Água,,-37.428160995,-7.2570490927,Mae d'Agua,,Patos,Sertão Paraibano
2508802,PB,Malta,,-37.5177757104,-6.9071851235,Malta,,Sousa,Sertão Paraibano
2508901,PB,Mamanguape,,-35.1238932021,-6.8337151469,Mamanguape,,Litoral Norte,Mata Paraibana
2509008,PB,Manaíra,,-38.1530716661,-7.7046141416,Manaira,,Serra do Teixeira,Sertão Paraibano
2509057,PB,Marcação,,-35.0139243935,-6.770054174,Marcacao,,Litoral Norte,Mata Paraibana
2509107,PB,Mari,,-35.3185424166,-7.056384,Mari,,Sapé,Mata Paraibana
2509156,PB,Marizópolis,,-38.3553961304,-6.844674277,Marizopolis,,Sousa,Sertão Paraibano
2509206,PB,Massaranduba,,-35.7375152077,-7.1801994711,Massaranduba,,Campina Grande,Agreste Paraibano
2509305,PB,Mataraca,,-35.0485576738,-6.6005186544,Mataraca,,Litoral Norte,Mata Paraibana
2509339,PB,Matinhas,,-35.7709374162,-7.1211683437,Matinhas,,Brejo Paraibano,Agreste Paraibano
2509370,PB,Mato Grosso,,-37.7115726982,-6.5426334912,Mato Grosso,,Catolé do Rocha,Sertão Paraibano
2509396,PB,Maturéia,,-37.3504338851,-7.2659300019,Matureia,,Serra do Teixeira,Sertão Paraibano
2509404,PB,Mogeiro,,-35.482424602,-7.3094805323,Mogeiro,,Itabaiana,Agreste Paraibano
2509503,PB,Montadas,,-35.9582754293,-7.0890963385,Montadas,,Esperança,Agreste Paraibano
2509602,PB,Monte Horebe,,-38.5836574944,-7.2095264023,Monte Horebe,,Cajazeiras,Sertão Paraibano
2509701,PB,Monteiro,,-37.1226806806,-7.892217,Monteiro,,Cariri Ocidental,Borborema
2509800,PB,Mulungu,,-35.4651434243,-7.0278860316,Mulungu,,Guarabira,Agreste Paraibano
2509909,PB,Natuba,,-35.5561446826,-7.6409788248,Natuba,,Umbuzeiro,Agreste Paraibano
2510006,PB,Nazarezinho,,-38.3189125786,-6.9127009191,Nazarezinho,,Sousa,Sertão Paraibano
2510105,PB,Nova Floresta,,-36.2024954255,-6.4561399418,Nova Floresta,,Curimataú Ocidental,Agreste Paraibano
2510204,PB,Nova Olinda,,-38.0410502008,-7.4768427808,Nova Olinda,,Piancó,Sertão Paraibano
2510303,PB,Nova Palmeira,,-36.4187129744,-6.6766058426,Nova Palmeira,,Seridó Oriental Paraibano,Borborema
2510402,PB,Olho d'Água,,-37.7526855286,-7.2249726485,Olho d'Agua,,Piancó,Sertão Paraibano
2510501,PB,Olivedos,,-36.2436652194,-6.9882256223,Olivedos,,Curimataú Ocidental,Agreste Paraibano
2510600,PB,Ouro Velho,,-37.1543789425,-7.6186521245,Ouro Velho,,Cariri Ocidental,Borborema
2510659,PB,Parari,,-36.6583244439,-7.3167001008,Parari,,Cariri Ocidental,Borborema
2510709,PB,Passagem,,-37.0543919437,-7.1328195967,Passagem,,Patos,Sertão Paraibano
2510808,PB,Patos,,-37.2769133373,-7.0244916682,Patos,,Patos,Sertão Paraibano
2510907,PB,Paulista,,-37.621055674,-6.5940615798,Paulista,,Sousa,Sertão Paraibano
2511004,PB,Pedra Branca,,-38.0722463078,-7.4265644261,Pedra Branca,,Itaporanga,Sertão Paraibano
2511103,PB,Pedra Lavrada,,-36.4720503638,-6.7578814606,Pedra Lavrada,,Seridó Oriental Paraibano,Borborema
2511202,PB,Pedras de Fogo,,-35.1131779827,-7.4015385,Pedras de Fogo,,Litoral Sul,Mata Paraibana
2511301,PB,Piancó,,-37.9265190012,-7.192569876,Pianco,,Piancó,Sertão Paraibano
2511400,PB,Picuí,,-36.3470460251,-6.5101356574,Picui,,Seridó Oriental Paraibano,Borborema
2511509,PB,Pilar,,-35.2598804076,-7.2598879849,Pilar,,Sapé,Mata Paraibana
2511608,PB,Pilões,,-35.6155405947,-6.8692205282,Piloes,,Brejo Paraibano,Agreste Paraibano
2511707,PB,Pilõezinhos,,-35.530585704,-6.840568783,Piloezinhos,,Guarabira,Agreste Paraibano
2511806,PB,Pirpirituba,,-35.4977157928,-6.7808000985,Pirpirituba,,Guarabira,Agreste Paraibano
2511905,PB,Pitimbu,,-34.8139304143,-7.482413396,Pitimbu,,Litoral Sul,Mata Paraibana
2512002,PB,Pocinhos,,-36.056442281,-7.0786172694,Pocinhos,,Curimataú Ocidental,Agreste Paraibano
2512036,PB,Poço Dantas,,-38.4971655332,-6.407175642,Poco Dantas,,Cajazeiras,Sertão Paraibano
2512077,PB,Poço de José de Moura,,-38.5099999913,-6.5769188159,Poco de Jose de Moura,,Cajazeiras,Sertão Paraibano
2512101,PB,Pombal,,-37.7982672714,-6.769855485,Pombal,,Sousa,Sertão Paraibano
2512200,PB,Prata,,-37.0823339752,-7.6969830843,Prata,,Cariri Ocidental,Borborema
2512309,PB,Princesa Isabel,,-37.9936640096,-7.733866459,Princesa Isabel,,Serra do Teixeira,Sertão Paraibano
2512408,PB,Puxinanã,,-35.9584940731,-7.1489066441,Puxinana,,Campina Grande,Agreste Paraibano
2512507,PB,Queimadas,,-35.8994339112,-7.3607915,Queimadas,,Campina Grande,Agreste Paraibano
2512606,PB,Quixabá,,-37.1470987043,-7.0308176066,Quixaba,,Patos,Sertão Paraibano
2512705,PB,Remígio,,-35.7958331901,-6.966292952,Remigio,,Curimataú Ocidental,Agreste Paraibano
2512721,PB,Pedro Régis,,-35.2930058538,-6.6444714973,Pedro Regis,,Litoral Norte,Mata Paraibana
2512747,PB,Riachão,,-35.6627216944,-6.5426765279,Riachao,,Curimataú Oriental,Agreste Paraibano
2512754,PB,Riachão do Bacamarte,,-35.6553876583,-7.2505947733,Riachao do Bacamarte,,Itabaiana,Agreste Paraibano
2512762,PB,Riachão do Poço,,-35.261242692,-7.1515036157,Riachao do Poco,,Sapé,Mata Paraibana
2512788,PB,Riacho de Santo Antônio,,-36.1567097727,-7.6902953445,Riacho de Santo Antonio,,Cariri Oriental,Borborema
2512804,PB,Riacho dos Cavalos,,-37.653835391,-6.4364942491,Riacho dos Cavalos,,Catolé do Rocha,Sertão Paraibano
2512903,PB,Rio Tinto,,-35.078852226,-6.8084485,Rio Tinto,,Litoral Norte,Mata Paraibana
2513000,PB,Salgadinho,,-36.8455028943,-7.1030347331,Salgadinho,,Seridó Ocidental Paraibano,Borborema
2513109,PB,Salgado de São Félix,,-35.4433017395,-7.3553573137,Salgado de Sao Felix,,Itabaiana,Agreste Paraibano
2513158,PB,Santa Cecília,,-35.8774744666,-7.7429059622,Santa Cecilia,,Umbuzeiro,Agreste Paraibano
2513208,PB,Santa Cruz,,-38.060555592,-6.5350141675,Santa Cruz,,Sousa,Sertão Paraibano
2513307,PB,Santa Helena,,-38.6427896707,-6.7186941996,Santa Helena,,Cajazeiras,Sertão Paraibano
2513356,PB,Santa Inês,,-38.5595999296,-7.6277797185,Santa Ines,,Itaporanga,Sertão Paraibano
2513406,PB,Santa Luzia,,-36.92167833,-6.8718632619,Santa Luzia,,Seridó Ocidental Paraibano,Borborema
2513505,PB,Santana de Mangueira,,-38.3325811539,-7.5512134095,Santana de Mangueira,,Itaporanga,Sertão Paraibano
2513604,PB,Santana dos Garrotes,,-37.9850430999,-7.3876444597,Santana dos Garrotes,,Piancó,Sertão Paraibano
2513653,PB,Santarém,,-38.4791522142,-6.4840552967,Santarem,,Cajazeiras,Sertão Paraibano
2513703,PB,Santa Rita,,-34.9658392783,-7.1380845,Santa Rita,,João Pessoa,Mata Paraibana
2513802,PB,Santa Teresinha,,-37.4417177955,-7.0841917053,Santa Teresinha,,Patos,Sertão Paraibano
2513851,PB,Santo André,,-36.6309754331,-7.2204891228,Santo Andre,,Cariri Oriental,Borborema
2513901,PB,São Bento,,-37.4493496644,-6.4893075408,Sao Bento,,Catolé do Rocha,Sertão Paraibano
2513927,PB,São Bentinho,,-37.7227213006,-6.890308509,Sao Bentinho,,Sousa,Sertão Paraibano
2513943,PB,São Domingos do Cariri,,-36.4359294005,-7.6329907025,Sao Domingos do Cariri,,Cariri Oriental,Borborema
2513968,PB,São Domingos,,-37.9426027474,-6.8159249809,Sao Domingos,,Sousa,Sertão Paraibano
2513984,PB,São Francisco,,-38.0971412339,-6.6192799824,Sao Francisco,,Sousa,Sertão Paraibano
2514008,PB,São João do Cariri,,-36.5315209359,-7.3902013358,Sao Joao do Cariri,,Cariri Oriental,Borborema
2514107,PB,São João do Tigre,,-36.8457433216,-8.0810428894,Sao Joao do Tigre,,Cariri Ocidental,Borborema
2514206,PB,São José da Lagoa Tapada,,-38.1577701893,-6.9442314894,Sao Jose da Lagoa Tapada,,Sousa,Sertão Paraibano
2514305,PB,São José de Caiana,,-38.2978233702,-7.2491596311,Sao Jose de Caiana,,Itaporanga,Sertão Paraibano
2514404,PB,São José de Espinharas,,-37.32511484,-6.8441796085,Sao Jose de Espinharas,,Patos,Sertão Paraibano
2514453,PB,São José dos Ramos,,-35.3779610545,-7.2471273572,Sao Jose dos Ramos,,Sapé,Mata Paraibana
2514503,PB,São José de Piranhas,,-38.5010748206,-7.1208699574,Sao Jose de Piranhas,,Cajazeiras,Sertão Paraibano
2514552,PB,São José de Princesa,,-38.0988027203,-7.7429694508,Sao Jose de Princesa,,Serra do Teixeira,Sertão Paraibano
